OnsetTime	OffsetTime	MidiPitch
45.4886	45.5865	58
45.5835	45.6885	67
45.5865	45.8735	63
45.6815	45.7865	75
45.7795	45.8805	77
45.8735	45.9795	79
45.9725	46.0705	77
46.0665	46.1715	75
46.1645	46.7385	80
46.2555	46.3645	58
46.3575	46.4545	60
46.4475	46.5525	62
46.5455	46.6475	60
46.6405	46.7455	58
46.7385	46.8365	79
46.7425	47.0295	63
46.8375	46.9315	75
46.9315	47.0295	77
47.0305	47.1235	79
47.1245	47.2215	77
47.2225	47.3165	75
47.3165	47.4135	82
47.3175	47.6035	63
47.4145	47.5045	79
47.5055	47.6065	80
47.6065	47.6975	82
47.6975	47.7885	80
47.7895	47.8935	79
47.8975	47.9915	85
47.8975	48.1765	61
47.8985	48.1805	55
47.8985	48.1815	58
47.9005	48.1835	63
47.9885	48.0895	84
48.0855	48.1845	82
48.1835	48.2825	80
48.2755	48.3735	79
48.3695	48.4745	77
48.4675	48.5695	75
48.5625	48.6675	74
48.6605	48.7575	75
48.7505	48.8595	76
48.8525	48.9505	77
48.9435	49.0485	73
49.0415	49.9025	44
49.1365	49.9025	48
49.2355	49.9025	51
49.3355	49.9025	60
49.3365	49.9025	56
49.4275	49.9025	63
49.5255	49.9025	68
49.6205	49.9025	72
49.7175	49.9025	75
49.8185	49.9095	80
49.9105	49.9835	84
50.0595	50.1335	84
50.2105	50.5255	84
50.2105	50.5255	58
50.2115	50.5255	63
50.2145	50.5255	67
50.3545	50.5255	82
50.5115	50.5785	80
50.6515	50.7315	79
50.8095	51.1315	79
50.8105	51.1315	58
50.8105	51.1315	65
50.8125	51.1315	68
50.9595	51.1315	77
51.1145	51.1875	75
51.2535	51.3405	74
51.4215	51.7365	75
51.4245	51.7375	63
51.4245	51.7375	67
52.3735	52.6885	58
52.6895	53.0065	62
52.6915	53.0105	65
52.6925	53.0135	58
52.6925	53.0115	56
53.0065	53.3145	62
53.0105	53.3195	65
53.0115	53.3195	56
53.0135	53.3195	58
53.3145	53.6295	62
53.3195	53.6305	65
53.3195	53.6345	58
53.3195	53.6335	56
53.6295	53.9665	62
53.6305	53.9665	65
53.6335	53.9665	56
53.6345	53.9655	58
53.9585	54.9115	63
53.9635	54.9115	70
53.9635	54.9125	55
53.9655	55.2265	58
54.9115	55.2235	63
54.9115	55.2265	70
54.9125	55.2265	55
55.2235	55.8535	63
55.2255	55.8565	68
55.2265	55.8565	60
55.8495	56.4865	65
55.8535	56.4895	63
55.8535	56.4895	69
55.8555	56.4895	59
56.4845	57.4205	62
56.4865	57.4205	65
56.4865	57.4215	70
56.4875	57.4245	58
57.4245	57.7355	70
57.7355	58.0475	70
57.7365	58.0475	77
57.7365	58.0505	62
57.7395	58.0505	56
58.0475	58.3555	70
58.0475	58.3555	77
58.0505	58.3585	56
58.0505	58.3565	62
58.3555	58.6665	70
58.3555	58.6705	77
58.3565	58.6735	62
58.3585	58.6715	56
58.6665	58.9745	70
58.6705	58.9815	77
58.6715	58.9815	56
58.6735	58.9815	62
58.9745	60.2735	70
58.9785	60.2735	82
58.9795	60.2735	55
58.9795	60.2735	63
59.6225	60.2735	73
59.9475	60.2735	83
60.2695	60.5775	72
60.2705	60.5775	84
60.2705	60.5815	56
60.2735	60.5815	63
60.8925	61.1975	65
60.8925	61.2005	68
60.8935	61.2005	74
60.8965	61.2045	46
60.8965	61.2055	58
61.5195	61.8095	67
61.5205	61.8105	75
61.6105	61.7145	63
61.7115	61.8135	65
61.8125	61.9075	67
61.9005	62.0065	65
61.9995	62.0995	63
62.0925	62.6735	68
62.1915	62.2895	70
62.2855	62.3905	72
62.3835	62.4815	74
62.4745	62.5795	72
62.5725	62.6805	70
62.6745	62.9655	75
62.6745	62.7785	67
62.7715	62.8705	63
62.8635	62.9725	65
62.9655	63.0695	67
63.0635	63.1605	65
63.1575	63.2585	63
63.2555	63.8325	68
63.3495	63.4515	70
63.4405	63.5455	72
63.5385	63.6445	74
63.6375	63.7415	72
63.7345	63.8405	70
63.8365	63.9345	75
63.8395	63.9805	67
63.8395	63.9805	63
63.9345	64.0245	79
64.0255	64.1235	77
64.1265	64.2175	75
64.1305	64.2705	60
64.2175	64.3155	74
64.3165	64.4095	72
64.4105	64.5085	71
64.4135	64.5535	56
64.5085	64.5995	72
64.5995	64.7005	70
64.7015	64.7915	68
64.7015	64.8445	58
64.7925	64.8935	67
64.8935	64.9905	65
64.9915	65.2825	63
65.0895	65.1905	39
65.1875	65.2855	41
65.2825	65.3865	43
65.3795	65.4775	41
65.4705	65.5765	39
65.5695	66.1495	44
65.6625	65.7685	58
65.7615	65.8595	60
65.8555	65.9605	62
65.9535	66.0515	60
66.0445	66.1565	58
66.1495	66.4405	63
66.1535	66.2515	43
66.2445	66.3485	39
66.3415	66.4475	41
66.4405	66.5425	43
66.5355	66.6395	41
66.6325	66.7305	39
66.7275	67.3115	44
66.8255	66.9225	58
66.9195	67.0215	60
67.0175	67.1155	62
67.1085	67.2145	60
67.2075	67.3185	58
67.3125	67.6015	63
67.3145	67.4095	43
67.4025	67.5115	39
67.5045	67.6085	41
67.6025	67.7035	43
67.6965	67.8015	41
67.7945	67.8925	39
67.8855	69.6355	44
67.9875	68.0855	59
68.0785	68.1835	60
68.1765	68.2775	62
68.2705	68.3755	60
68.3685	68.4775	59
68.4745	68.5715	65
68.5645	68.6695	63
68.6625	68.7575	62
68.7505	68.8555	68
68.8555	68.9605	67
68.9495	69.0475	65
69.0475	69.1455	74
69.1425	69.2465	72
69.2395	69.3315	71
69.3385	69.4435	77
69.4295	69.5415	75
69.5335	69.6395	74
69.6355	70.8785	89
69.6365	72.0965	31
69.6395	72.0945	43
70.5635	70.8785	87
70.6685	70.8785	86
70.7735	70.8785	84
70.8785	71.4555	83
70.9775	71.4555	80
71.0745	71.4555	79
71.1655	71.4555	77
71.2605	71.4555	75
71.3575	71.4555	74
71.4525	72.0965	72
71.5445	72.0965	71
71.6385	72.0965	68
71.7325	72.0965	67
71.7885	72.0965	65
71.8485	72.0965	63
71.9115	72.0965	62
71.9805	72.0965	60
72.0935	74.5635	59
72.0945	74.5635	43
72.0965	74.5645	50
72.0965	74.5675	53
74.7665	74.8405	67
74.9175	74.9865	72
75.0605	75.1445	74
75.2185	75.6595	75
75.2195	75.3645	48
75.3655	75.5085	51
75.5125	75.6595	55
75.6635	75.8165	77
75.6635	75.8175	60
75.8175	76.2514	74
75.8205	75.9605	48
75.9645	76.1074	53
76.1085	76.2544	55
76.2544	76.4084	75
76.2554	76.4094	59
76.4094	76.9544	72
76.4115	76.5484	48
76.5494	76.6984	51
76.6994	76.8425	55
76.8454	76.9894	60
76.9544	76.9894	74
76.9934	77.1324	72
76.9934	77.1364	63
77.1364	77.2804	71
77.1374	77.2804	67
77.2804	77.4234	72
77.2834	77.4244	63
77.4264	77.5354	74
77.4274	77.5704	62
77.5354	77.5704	77
77.5714	77.7134	75
77.5744	77.7144	60
77.7174	77.8614	74
77.7184	77.8614	67
77.8624	78.0034	75
77.8624	78.0044	60
77.8644	78.0074	63
78.0084	78.1614	77
78.0084	78.1614	67
78.1624	78.3184	79
78.1654	78.3194	59
78.1654	78.3194	62
78.3224	78.4764	67
78.4764	78.6304	79
78.4774	78.6334	60
78.4774	78.6344	56
78.6344	78.7844	67
78.7854	79.6944	79
78.7854	78.9394	55
78.9424	79.0964	59
79.0974	79.2494	62
79.2544	79.4044	67
79.4044	79.5554	55
79.5554	79.6954	59
79.6984	79.8374	77
79.6994	79.8424	62
79.8424	79.9194	79
79.8434	79.9954	67
79.9214	79.9604	77
79.9644	79.9964	79
79.9964	80.5794	80
80.0004	80.1434	53
80.1434	80.2864	56
80.2874	80.4364	59
80.4404	80.5844	62
80.5844	80.8714	74
80.5864	80.7274	53
80.7284	80.8744	56
80.8744	81.0174	75
80.8784	81.0184	59
81.0184	81.0944	77
81.0214	81.1684	62
81.0944	81.1334	75
81.1334	81.1684	77
81.1724	81.7564	79
81.1724	81.3154	51
81.3164	81.4594	55
81.4594	81.6024	60
81.6054	81.7564	63
81.7574	82.0464	72
81.7604	81.8994	56
81.9004	82.0464	60
82.0474	82.1894	72
82.0474	82.1904	63
82.1904	82.3374	74
82.1944	82.3384	66
82.3384	82.4803	75
82.3404	82.4813	55
82.4843	82.6243	60
82.6273	82.7783	75
82.6283	82.7783	63
82.7793	82.9213	77
82.7823	82.9223	67
82.9223	83.0693	74
82.9253	83.0693	55
83.0703	83.2123	59
83.2133	83.3593	74
83.2133	83.3593	62
83.3603	83.5053	75
83.3603	83.5103	67
83.5103	83.8104	72
83.6603	83.8113	48
83.8113	83.9684	51
83.9684	84.1194	55
84.1194	84.4064	60
84.4093	84.5524	77
84.5534	84.7034	79
84.7034	85.2873	68
84.7074	85.2913	80
84.8504	85.0014	41
85.0014	85.1444	47
85.1483	85.2923	50
85.2943	85.5783	74
85.2943	85.4353	53
85.4353	85.5813	56
85.5823	85.7253	75
85.5853	85.7253	55
85.7253	85.8753	77
85.7293	85.8763	53
85.8793	86.4603	67
85.8803	86.4633	79
86.0233	86.1693	39
86.1743	86.3173	43
86.3173	86.4643	48
86.4673	86.7543	72
86.4683	86.6073	51
86.6073	86.7543	55
86.7543	86.8973	72
86.7553	86.8983	56
86.8983	87.0473	74
86.9013	87.0513	54
87.0523	87.1913	75
87.0523	87.1953	43
87.1983	87.3393	55
87.3393	87.4823	75
87.3423	87.4853	60
87.4863	87.6293	77
87.4863	87.6293	55
87.6303	87.7723	74
87.6333	87.7733	43
87.7763	87.9203	55
87.9203	88.0703	74
87.9213	88.0733	59
88.0743	88.2133	75
88.0743	88.2173	55
88.2183	88.5183	72
88.2203	88.3743	48
88.3753	88.5183	60
88.5193	89.1343	82
88.5213	88.6763	59
88.6763	88.8263	60
88.8273	88.9803	52
88.9843	89.1353	60
89.1353	89.5933	82
89.1363	89.2883	55
89.2923	89.4383	60
89.4393	89.5933	53
89.5943	89.7463	80
89.5963	89.7473	60
89.7513	89.8943	79
89.7533	89.8943	56
89.8953	90.0373	77
89.8973	90.0383	60
90.0403	90.1843	75
90.0413	90.1843	55
90.1853	90.3273	74
90.1883	90.3323	65
90.3323	90.4743	72
90.3333	90.4753	59
90.4753	90.6173	71
90.4783	90.6213	65
90.6223	90.9233	72
90.6223	90.7683	56
90.7693	90.9233	63
90.9233	91.5323	72
90.9243	91.5323	84
90.9263	91.0693	60
91.0733	91.2313	63
91.2313	91.3773	55
91.3813	91.5333	64
91.5333	91.9933	82
91.5353	91.6853	60
91.6903	91.8363	64
91.8403	91.9983	53
91.9983	92.1443	80
91.9983	92.1483	65
92.1483	92.2913	79
92.1513	92.2923	60
92.2923	92.4353	77
92.2953	92.4353	65
92.4383	92.5813	75
92.4423	92.5823	55
92.5823	92.7253	74
92.5853	92.7253	67
92.7283	92.8723	72
92.7283	92.8723	55
92.8733	93.0153	71
92.8763	93.0163	67
93.0193	93.3163	72
93.0203	93.3173	60
93.3203	93.3723	74
93.3233	93.4713	55
93.3243	93.4713	59
93.3733	93.4182	75
93.4182	93.4723	74
93.4743	93.5063	75
93.5063	93.5433	74
93.5473	93.5862	72
93.5872	93.6213	74
93.6222	93.7792	75
93.6242	93.7792	48
93.6252	93.7803	60
93.9293	94.0903	71
93.9303	94.0903	74
93.9303	94.0942	83
93.9323	94.0942	43
93.9332	94.0953	55
94.2482	94.4092	72
94.2482	94.4103	75
94.2482	94.4122	84
94.2523	94.4122	36
94.2523	94.4133	48
95.0492	95.2063	44
95.2073	95.3613	48
95.3622	95.5252	51
95.5263	96.1623	60
95.5263	96.1633	56
96.1663	96.8033	65
96.1663	96.8033	49
96.8042	97.4403	58
96.8062	97.4403	55
97.4433	98.0803	63
97.4433	98.0803	48
98.0803	98.7173	56
98.0812	98.3953	53
98.3992	99.0362	46
98.7173	99.0393	61
99.0393	99.3542	60
99.0402	99.3542	48
99.3582	99.6762	58
99.3582	99.6762	49
99.6773	99.9883	56
99.6802	99.9912	50
99.9912	100.306	55
99.9923	100.306	51
100.31	100.632	39
100.635	101.265	44
100.95	101.584	72
101.265	101.902	49
101.587	102.224	65
101.902	102.543	43
102.224	102.861	70
102.544	103.18	48
102.861	103.502	63
103.183	103.82	41
103.502	103.82	68
103.824	104.139	67
103.824	104.14	43
104.14	104.457	65
104.142	104.461	44
104.462	104.776	63
104.462	104.779	45
104.779	105.098	62
104.78	105.099	46
105.099	105.416	65
105.101	105.417	39
105.42	105.738	63
105.739	106.375	72
106.053	106.694	56
106.057	106.695	60
106.376	107.012	65
106.376	107.013	77
106.695	107.334	49
106.697	107.334	53
107.016	107.649	70
107.335	107.971	55
107.335	107.972	58
107.652	108.601	63
107.653	108.289	75
107.972	108.604	48
107.974	108.605	51
108.29	108.923	68
108.605	108.924	60
108.608	108.924	53
108.609	108.924	56
108.926	109.241	65
108.927	109.242	73
108.927	109.245	46
109.246	109.56	63
109.246	109.561	72
109.248	109.563	48
109.564	109.882	61
109.564	109.883	70
109.567	109.883	49
109.884	110.197	60
109.885	110.2	68
109.886	110.201	50
110.204	110.519	58
110.205	110.52	67
110.205	110.52	51
110.522	110.837	63
110.838	111.474	60
110.842	111.479	56
111.156	111.796	72
111.157	111.797	84
111.479	112.115	65
111.481	112.116	61
111.797	112.433	77
112.116	112.752	58
112.118	112.753	55
112.434	113.07	70
112.438	113.075	82
112.755	113.392	63
112.756	113.393	60
113.075	113.711	75
113.393	114.029	72
113.397	114.03	53
113.712	114.034	80
114.034	114.351	70
114.037	114.352	79
114.037	114.352	55
114.353	114.667	68
114.355	114.671	77
114.356	114.671	56
114.673	114.989	67
114.674	114.989	75
114.674	114.99	57
114.992	115.308	65
114.993	115.308	74
114.993	115.31	58
115.311	115.626	68
115.311	115.626	77
115.312	115.63	51
115.63	115.948	67
115.632	115.948	75
115.633	115.949	63
115.952	116.266	62
116.266	116.585	63
116.585	116.904	66
116.907	117.226	75
116.907	117.226	57
117.227	117.544	72
117.227	117.379	58
117.544	117.862	73
117.862	118.177	77
118.177	118.496	67
118.178	118.496	61
118.178	118.497	51
118.499	118.814	70
118.499	118.814	60
118.5	118.815	56
118.818	119.133	68
119.136	119.451	72
119.455	119.773	62
119.455	119.773	46
119.456	119.774	56
119.774	119.934	63
119.777	120.092	51
119.777	120.092	55
120.095	120.41	82
120.41	120.725	87
120.567	120.641	75
120.725	121.037	85
120.726	120.799	77
120.879	120.956	79
121.04	121.653	84
121.041	121.187	80
121.188	121.345	79
121.345	121.503	77
121.503	121.654	75
121.654	122.269	89
121.656	121.811	73
121.811	121.961	72
121.962	122.119	70
122.119	122.27	68
122.27	122.881	82
122.272	122.42	67
122.42	122.577	65
122.578	122.728	63
122.728	122.882	61
122.884	123.493	87
122.888	123.035	60
123.035	123.182	58
123.186	123.336	56
123.336	123.494	55
123.494	124.096	80
123.498	123.644	53
123.644	123.798	51
123.802	123.945	49
123.946	124.096	48
124.099	124.246	73
124.1	124.25	85
124.1	124.251	46
124.251	124.397	45
124.401	124.547	84
124.401	124.548	72
124.402	124.551	46
124.554	124.695	48
124.695	124.845	70
124.696	124.848	82
124.698	124.849	49
124.849	124.995	48
124.995	125.145	80
124.999	125.146	68
124.999	125.149	49
125.15	125.296	50
125.3	125.45	67
125.301	125.451	79
125.303	125.451	51
125.453	125.594	53
125.595	125.744	73
125.597	125.748	54
125.748	125.895	55
125.898	126.048	84
125.899	126.493	44
126.049	126.192	82
126.193	126.343	80
126.347	126.494	79
126.497	126.648	77
126.498	127.084	49
126.648	126.791	75
126.792	126.942	73
126.942	127.088	72
127.089	127.235	70
127.089	127.683	43
127.235	127.389	68
127.39	127.533	67
127.533	127.684	65
127.687	127.83	64
127.687	128.275	48
127.831	127.981	61
127.981	128.131	60
128.132	128.279	58
128.279	128.425	56
128.28	128.866	41
128.426	128.573	55
128.573	128.723	53
128.726	128.87	52
128.871	129.02	53
128.873	130.053	29
128.873	130.056	41
129.021	129.164	55
129.164	129.314	56
129.318	129.461	55
129.462	129.611	53
129.612	129.755	51
129.756	129.91	50
129.91	130.056	48
130.057	130.197	47
130.057	130.644	30
130.06	130.647	42
130.2	130.347	48
130.35	130.494	50
130.494	130.648	48
130.648	130.931	31
130.714	130.791	43
130.791	130.862	47
130.862	130.932	50
130.932	131.005	55
131.075	131.149	38
131.152	131.218	35
131.222	131.295	31
131.296	131.365	43
131.366	131.439	48
131.442	131.509	51
131.513	131.585	55
131.656	131.722	39
131.726	131.8	36
131.8	131.876	31
131.877	131.946	43
131.947	132.023	50
132.024	132.09	53
132.09	132.167	55
132.236	132.31	41
132.314	132.38	38
132.381	132.458	31
132.458	132.528	43
132.528	132.6	48
132.604	132.671	51
