OnsetTime	OffsetTime	MidiPitch
71.798	72.1594	57
71.798	72.1594	61
71.798	72.1594	63
71.798	72.1594	69
72.1594	73.2438	58
72.1594	73.2438	61
72.1594	73.2438	63
72.1594	73.2438	70
72.1594	72.8823	31
72.1594	72.8823	43
72.8823	73.6052	31
72.8823	73.6052	43
73.2438	73.6052	58
73.2438	73.6052	61
73.2438	73.6052	63
73.2438	73.6052	70
73.6052	74.3459	57
73.6052	74.3459	62
73.6052	75.0867	66
73.6052	75.0867	69
73.6052	74.3459	30
73.6052	74.3459	42
74.3459	75.0867	54
74.3459	75.0867	57
74.3459	75.0867	62
75.0867	77.6793	69
75.0867	77.6793	81
75.0867	75.8274	54
75.0867	75.8274	57
75.0867	75.8274	62
75.8274	76.5682	54
75.8274	76.5682	57
75.8274	76.5682	62
76.5682	77.3089	54
76.5682	77.3089	57
76.5682	77.3089	62
77.3089	78.0497	54
77.3089	78.0497	57
77.3089	78.0497	62
77.6793	78.0497	69
77.6793	78.0497	81
78.0497	79.1608	71
78.0497	79.1608	83
78.0497	78.7904	54
78.0497	78.7904	57
78.0497	78.7904	62
78.7904	79.5775	54
78.7904	79.5775	57
78.7904	79.5775	62
79.1608	79.5775	72
79.1608	79.5775	84
79.5775	81.0775	72
79.5775	81.0775	84
79.5775	80.3275	53
79.5775	80.3275	56
79.5775	80.3275	62
80.3275	81.0775	53
80.3275	81.0775	56
80.3275	81.0775	62
81.0775	81.8004	71
81.0775	81.8004	83
81.0775	81.8004	53
81.0775	81.8004	56
81.0775	81.8004	62
81.8004	82.5233	53
81.8004	82.5233	56
81.8004	82.5233	62
82.5233	83.255	50
82.5233	83.255	53
82.5233	83.255	59
83.255	83.9764	50
83.255	83.9764	53
83.255	83.9764	59
83.9764	85.0583	71
83.9764	85.0583	83
83.9764	84.6879	50
83.9764	84.6879	53
83.9764	84.6879	59
84.6879	85.4287	50
84.6879	85.4287	53
84.6879	85.4287	59
85.0583	85.4287	72
85.0583	85.4287	84
85.4287	86.8921	73
85.4287	86.8921	85
85.4287	86.1604	47
85.4287	86.1604	50
85.4287	86.1604	56
86.1604	86.8921	47
86.1604	86.8921	50
86.1604	86.8921	56
86.8921	88.2874	74
86.8921	88.2874	86
86.8921	87.5897	47
86.8921	87.5897	50
86.8921	87.5897	56
87.5897	88.2874	47
87.5897	88.2874	50
87.5897	88.2874	56
88.2874	88.9851	44
88.2874	88.9851	47
88.2874	88.9851	53
88.9851	89.6994	44
88.9851	89.6994	47
88.9851	89.6994	53
89.6994	90.7708	74
89.6994	90.7708	86
89.6994	90.4137	44
89.6994	90.4137	47
89.6994	90.4137	53
90.4137	91.1708	44
90.4137	91.1708	47
90.4137	91.1708	53
90.7708	91.1708	75
90.7708	91.1708	87
91.1708	92.5994	76
91.1708	92.5994	88
91.1708	91.8851	43
91.1708	91.8851	47
91.1708	91.8851	53
91.8851	92.5994	43
91.8851	92.5994	47
91.8851	92.5994	53
92.5994	95.3861	77
92.5994	95.3861	89
92.5994	93.3136	43
92.5994	93.3136	47
92.5994	93.3136	53
93.3136	94.0225	43
93.3136	94.0225	47
93.3136	94.0225	53
94.0225	94.7043	44
94.0225	94.7043	48
94.0225	94.7043	53
94.7043	95.3861	44
94.7043	95.3861	48
94.7043	95.3861	53
95.3861	96.9662	77
95.3861	96.9662	89
95.3861	96.109	44
95.3861	96.109	48
95.3861	96.109	53
96.109	96.9662	44
96.109	96.9662	48
96.109	96.9662	53
96.9662	98.7519	77
96.9662	98.7519	89
96.9662	98.3948	43
96.9662	98.3948	47
96.9662	98.3948	53
98.7519	98.9305	87
98.9305	99.109	86
99.109	99.2876	89
99.2876	99.4662	87
99.4662	99.6447	86
99.6447	99.8233	84
99.8233	100.185	83
100.546	100.931	83
101.315	101.715	77
101.315	101.715	83
101.315	101.715	67
101.315	101.715	74
102.115	102.55	77
102.115	102.55	83
102.115	102.55	67
102.115	102.55	74
102.985	104.466	75
102.985	104.466	84
102.985	104.466	68
102.985	104.466	72
108.805	110.591	84
110.591	110.769	83
110.769	110.948	84
110.948	111.067	86
111.067	111.186	84
111.186	111.305	82
111.305	111.424	80
111.424	111.543	79
111.543	111.662	82
111.662	112.028	80
112.408	112.797	80
113.187	113.582	80
113.187	113.582	60
113.187	113.582	53
113.187	113.582	62
113.977	114.418	80
113.977	114.418	60
113.977	114.418	53
113.977	114.418	62
114.859	115.681	79
114.859	116.412	60
114.859	116.412	55
114.859	116.412	63
115.681	116.534	87
116.534	116.652	86
116.652	116.77	85
116.77	116.887	84
116.887	117.005	83
117.005	117.123	82
117.123	117.223	81
117.223	117.323	80
117.323	117.423	79
117.423	117.523	78
117.523	117.623	77
117.623	117.717	76
117.717	117.773	75
117.773	117.865	74
117.773	118.503	43
117.773	118.503	50
117.773	118.503	53
117.865	117.957	73
117.957	118.049	72
118.049	118.141	71
118.141	118.232	70
118.232	118.322	69
118.322	118.413	68
118.413	118.503	67
118.503	118.592	66
118.592	118.682	65
118.682	118.77	64
118.77	118.859	63
118.859	118.948	62
118.948	119.038	61
119.038	119.13	60
119.13	119.222	59
119.222	120.281	68
120.281	120.594	59
120.594	121.197	60
120.594	120.798	36
120.696	120.899	48
120.798	120.999	36
120.899	121.098	48
120.999	121.197	36
121.098	121.197	48
121.197	121.27	58
121.197	121.27	64
121.197	121.392	36
121.295	121.392	48
121.392	121.465	56
121.392	121.465	65
121.392	121.587	36
121.489	121.587	48
121.587	121.659	64
121.587	121.659	67
121.587	121.779	36
121.683	121.779	48
121.779	121.851	65
121.779	121.851	68
121.779	121.971	36
121.875	121.971	48
121.971	122.045	62
121.971	122.045	71
121.971	122.167	36
122.069	122.167	48
122.167	122.245	63
122.167	122.245	72
122.167	122.374	36
122.271	122.472	48
122.374	122.764	64
122.374	122.764	72
122.374	122.569	36
122.472	122.667	48
122.569	122.764	36
122.667	122.764	48
122.764	122.837	70
122.764	122.837	76
122.764	122.959	36
122.861	122.959	48
122.959	123.032	68
122.959	123.032	77
122.959	123.154	36
123.056	123.154	48
123.154	123.226	76
123.154	123.226	79
123.154	123.347	36
123.25	123.347	48
123.347	123.419	77
123.347	123.419	80
123.347	123.54	36
123.443	123.54	48
123.54	123.612	74
123.54	123.612	83
123.54	123.732	36
123.636	123.732	48
123.732	124.135	72
123.732	124.127	79
123.732	124.135	75
123.732	124.135	84
123.732	123.931	36
123.832	124.029	48
123.931	124.135	36
124.029	124.135	48
124.127	124.525	67
124.127	124.528	71
124.127	124.528	77
124.127	124.528	79
124.127	124.323	38
124.225	124.424	50
124.323	124.528	38
124.424	124.528	50
124.525	124.928	67
124.525	124.928	72
124.525	124.928	75
124.525	124.723	39
124.624	124.822	51
124.723	124.928	39
124.822	124.928	51
124.921	125.323	65
124.921	125.323	68
124.921	125.323	74
124.921	125.118	41
125.019	125.219	53
125.118	125.323	41
125.219	125.323	53
125.319	126.534	63
125.319	125.73	67
125.319	126.534	72
125.319	125.52	43
125.42	125.621	55
125.52	125.73	43
125.621	125.73	55
125.721	126.128	66
125.721	125.922	44
125.822	126.023	56
125.922	126.128	44
126.023	126.128	56
126.123	126.534	69
126.123	126.324	42
126.224	126.425	54
126.324	126.534	42
126.425	126.534	54
126.525	126.93	62
126.525	126.93	65
126.525	126.93	71
126.525	126.726	43
126.626	126.827	55
126.726	126.93	43
126.827	126.93	55
126.927	127.004	60
126.927	127.004	63
126.927	127.004	72
126.927	127.131	36
127.03	127.232	48
127.131	127.53	60
127.131	127.332	36
127.232	127.432	48
127.332	127.53	36
127.432	127.53	48
127.53	127.604	58
127.53	127.604	64
127.53	127.726	36
127.628	127.726	48
127.726	127.799	56
127.726	127.799	65
127.726	127.92	36
127.823	127.92	48
127.92	127.993	64
127.92	127.993	67
127.92	128.113	36
128.017	128.113	48
128.113	128.185	65
128.113	128.185	68
128.113	128.305	36
128.209	128.305	48
128.305	128.377	62
128.305	128.377	71
128.305	128.497	36
128.401	128.497	48
128.497	128.575	63
128.497	128.575	72
128.497	128.705	36
128.601	128.802	48
128.705	129.094	64
128.705	129.094	72
128.705	128.9	36
128.802	128.997	48
128.9	129.094	36
128.997	129.094	48
129.094	129.167	70
129.094	129.167	76
129.094	129.289	36
129.192	129.289	48
129.289	129.362	68
129.289	129.362	77
129.289	129.484	36
129.387	129.484	48
129.484	129.556	76
129.484	129.556	79
129.484	129.676	36
129.58	129.676	48
129.676	129.749	77
129.676	129.749	80
129.676	129.869	36
129.773	129.869	48
129.869	129.942	74
129.869	129.942	83
129.869	130.064	36
129.966	130.064	48
130.064	130.467	72
130.064	130.459	79
130.064	130.467	75
130.064	130.467	84
130.064	130.263	36
130.163	130.361	48
130.263	130.467	36
130.361	130.467	48
130.459	130.857	67
130.459	130.862	71
130.459	130.862	77
130.459	130.862	79
130.459	130.655	38
130.557	130.756	50
130.655	130.862	38
130.756	130.862	50
130.857	131.26	67
130.857	131.26	72
130.857	131.26	75
130.857	131.055	39
130.956	131.153	51
131.055	131.26	39
131.153	131.26	51
131.252	131.658	65
131.252	131.658	68
131.252	131.658	74
131.252	131.45	41
131.351	131.55	53
131.45	131.658	41
131.55	131.658	53
131.651	133.254	63
131.651	132.058	67
131.651	133.254	72
131.651	131.852	43
131.751	131.952	55
131.852	132.058	43
131.952	132.058	55
132.053	132.461	66
132.053	132.254	44
132.153	132.354	56
132.254	132.461	44
132.354	132.461	56
132.455	133.254	69
132.455	132.654	42
132.554	132.753	54
132.654	132.853	42
132.753	132.861	54
132.853	133.052	42
132.952	133.151	54
133.052	133.254	42
133.151	133.254	54
133.251	133.456	62
133.251	133.456	67
133.251	133.456	71
133.251	133.456	43
133.251	133.456	55
133.456	133.661	62
133.456	133.661	59
133.661	134.457	67
133.661	134.457	79
133.661	133.86	62
133.661	133.86	59
133.86	134.066	59
133.86	134.066	62
134.059	134.86	55
134.258	134.457	63
134.258	134.457	60
134.457	134.952	67
134.457	134.952	79
134.457	134.656	63
134.457	134.656	60
134.656	134.86	63
134.656	134.86	60
134.855	135.048	65
134.855	135.048	62
134.952	135.048	77
135.048	135.144	74
135.144	135.241	71
135.241	135.337	67
135.337	135.434	65
135.434	135.53	62
135.53	135.627	59
135.627	135.723	60
135.723	135.82	63
135.82	135.918	60
135.918	136.015	55
136.015	136.114	54
136.015	136.114	32
136.114	136.212	60
136.114	136.212	44
136.212	136.312	56
136.212	136.312	32
136.312	136.411	54
136.312	136.411	44
136.411	137.22	55
136.411	137.225	31
136.411	137.225	43
136.617	136.822	62
136.617	136.822	59
136.822	137.618	67
136.822	137.618	79
136.822	137.021	62
136.822	137.021	59
137.021	137.225	59
137.021	137.225	62
137.22	138.019	55
137.419	137.618	63
137.419	137.618	60
137.618	138.111	67
137.618	138.111	79
137.618	137.817	63
137.618	137.817	60
137.817	138.019	63
137.817	138.019	60
138.016	138.207	65
138.016	138.207	62
138.111	138.207	77
138.207	138.303	74
138.303	138.399	71
138.399	138.495	67
138.495	138.591	65
138.591	138.686	62
138.686	138.782	59
138.782	138.878	60
138.878	138.974	63
138.974	139.07	60
139.07	139.168	55
139.168	139.265	54
139.168	139.364	32
139.265	139.364	60
139.265	139.364	44
139.364	139.463	56
139.364	139.563	32
139.463	139.563	54
139.463	139.563	44
139.563	139.763	55
139.563	139.763	31
139.663	139.763	43
139.763	139.836	66
139.763	139.958	31
139.861	139.958	43
139.958	140.03	67
139.958	140.151	31
140.054	140.151	43
140.151	140.223	66
140.151	140.223	72
140.151	140.343	31
140.247	140.343	43
140.343	140.415	67
140.343	140.415	71
140.343	140.535	31
140.439	140.535	43
140.535	140.607	72
140.535	140.607	78
140.535	140.728	31
140.631	140.728	43
140.728	140.8	71
140.728	140.8	79
140.728	140.92	31
140.824	140.92	43
140.92	140.992	84
140.92	140.992	78
140.92	141.112	31
141.016	141.112	43
141.112	141.21	83
141.112	141.21	79
141.112	141.308	31
141.21	141.308	43
141.308	141.503	31
141.405	141.503	43
141.503	141.699	31
141.601	141.699	43
141.699	141.894	31
141.796	141.894	43
141.894	142.682	58
141.894	142.682	61
141.894	142.887	63
141.894	142.091	31
141.992	142.091	43
142.091	142.288	31
142.189	142.288	43
142.288	142.485	31
142.386	142.485	43
142.485	142.682	31
142.583	142.682	43
142.682	142.887	60
142.682	142.887	32
142.784	142.887	44
142.887	142.96	73
142.887	143.083	32
142.985	143.083	44
143.083	143.155	72
143.083	143.275	32
143.179	143.275	44
143.275	143.347	73
143.275	143.347	79
143.275	143.467	32
143.371	143.467	44
143.467	143.539	72
143.467	143.539	80
143.467	143.659	32
143.563	143.659	44
143.659	143.732	79
143.659	143.732	85
143.659	143.852	32
143.756	143.852	44
143.852	143.924	80
143.852	143.924	84
143.852	144.044	32
143.948	144.044	44
144.044	144.116	85
144.044	144.116	79
144.044	144.236	32
144.14	144.236	44
144.236	144.334	84
144.236	144.334	80
144.236	144.432	32
144.334	144.432	44
144.432	144.627	32
144.53	144.627	44
144.627	144.823	32
144.725	144.823	44
144.823	145.018	32
144.92	145.018	44
145.018	145.806	60
145.018	145.806	63
145.018	145.806	66
145.018	145.215	33
145.117	145.215	45
145.215	145.412	33
145.314	145.412	45
145.412	145.609	33
145.51	145.609	45
145.609	145.806	33
145.707	145.806	45
145.806	146.011	62
145.806	146.011	65
145.806	146.011	34
145.909	146.011	46
146.011	146.083	69
146.011	146.083	75
146.011	146.203	34
146.107	146.203	46
146.203	146.275	70
146.203	146.275	74
146.203	146.395	34
146.299	146.395	46
146.395	146.467	75
146.395	146.467	81
146.395	146.587	34
146.491	146.587	46
146.587	146.659	74
146.587	146.659	82
146.587	146.779	34
146.683	146.779	46
146.779	146.85	81
146.779	146.85	87
146.779	146.97	34
146.874	146.97	46
146.97	147.042	82
146.97	147.042	86
146.97	147.162	34
147.066	147.162	46
147.162	147.234	87
147.162	147.234	81
147.162	147.354	34
147.258	147.354	46
147.354	147.451	86
147.354	147.451	82
147.354	147.549	34
147.451	147.549	46
147.549	147.745	34
147.647	147.745	46
147.745	148.13	75
147.745	148.13	81
147.745	147.937	34
147.841	147.937	46
147.937	148.13	34
148.034	148.13	46
148.13	148.326	74
148.13	148.326	82
148.13	148.326	34
148.228	148.326	46
148.326	148.521	34
148.423	148.521	46
148.521	148.906	69
148.521	148.906	75
148.521	148.713	34
148.617	148.713	46
148.713	148.906	34
148.81	148.906	46
148.906	149.101	70
148.906	149.101	74
148.906	149.101	34
149.003	149.101	46
149.101	149.297	34
149.199	149.297	46
149.297	149.684	63
149.297	149.684	69
149.297	149.49	34
149.393	149.49	46
149.49	149.684	34
149.587	149.684	46
149.684	149.879	62
149.684	149.879	70
149.684	149.879	34
149.781	149.879	46
149.879	150.073	34
149.976	150.073	46
150.073	150.463	57
150.073	150.463	63
150.073	150.268	34
150.171	150.268	46
150.268	150.463	34
150.366	150.463	46
150.463	150.665	58
150.463	150.665	62
150.463	150.665	46
150.463	150.665	34
150.665	150.867	57
150.867	151.069	58
151.069	151.271	57
151.271	151.473	58
151.473	151.675	57
151.675	151.877	58
151.877	152.079	57
152.079	152.876	58
152.284	152.385	46
152.284	152.485	63
152.284	152.485	66
152.485	152.583	51
152.485	152.681	63
152.485	152.681	66
152.681	152.779	53
152.681	152.876	63
152.681	152.876	66
152.876	152.978	54
152.876	153.683	58
153.08	153.182	70
153.08	153.284	63
153.08	153.284	66
153.284	153.384	75
153.284	153.484	63
153.284	153.484	66
153.484	153.583	77
153.484	153.683	63
153.484	153.683	66
153.633	153.683	70
153.683	154.286	78
153.683	154.489	58
153.886	154.086	63
153.886	154.086	66
154.086	154.286	63
154.086	154.286	66
154.286	154.489	75
154.286	154.489	63
154.286	154.489	66
154.438	154.489	70
154.489	155.093	78
154.489	155.295	58
154.693	154.893	63
154.693	154.893	66
154.893	155.093	63
154.893	155.093	66
155.093	155.295	75
155.093	155.295	63
155.093	155.295	66
155.295	155.502	74
155.295	156.093	58
155.502	155.602	46
155.502	155.702	65
155.502	155.702	68
155.702	155.8	53
155.702	155.898	65
155.702	155.898	68
155.898	155.995	54
155.898	156.093	65
155.898	156.093	68
156.093	156.195	56
156.093	156.901	58
156.297	156.501	70
156.297	156.501	65
156.297	156.501	68
156.501	156.701	80
156.501	156.701	65
156.501	156.701	68
156.701	156.901	78
156.701	156.901	65
156.701	156.901	68
156.901	156.952	78
156.901	157.715	58
156.952	157.003	80
157.003	157.105	78
157.105	157.308	77
157.105	157.308	65
157.105	157.308	68
157.308	157.359	77
157.308	157.511	65
157.308	157.511	68
157.359	157.41	78
157.41	157.511	77
157.511	157.715	75
157.511	157.715	65
157.511	157.715	68
157.715	157.766	75
157.715	158.528	58
157.766	157.817	77
157.817	157.918	75
157.918	158.122	74
157.918	158.122	65
157.918	158.122	68
158.122	158.223	72
158.122	158.325	65
158.122	158.325	68
158.325	158.427	74
158.325	158.528	65
158.325	158.528	68
158.528	158.737	75
158.528	159.328	58
158.737	158.837	46
158.737	158.937	63
158.737	158.937	66
158.937	159.034	51
158.937	159.132	63
158.937	159.132	66
159.132	159.23	53
159.132	159.328	63
159.132	159.328	66
159.328	159.43	54
159.328	160.135	58
159.532	159.634	70
159.532	159.736	63
159.532	159.736	66
159.736	159.836	75
159.736	159.935	63
159.736	159.935	66
159.935	160.035	77
159.935	160.135	63
159.935	160.135	66
160.085	160.135	70
160.135	160.737	78
160.135	160.941	58
160.337	160.537	63
160.337	160.537	66
160.537	160.737	63
160.537	160.737	66
160.737	160.941	75
160.737	160.941	63
160.737	160.941	66
160.89	160.941	70
160.941	161.544	78
160.941	161.746	58
161.144	161.344	63
161.144	161.344	66
161.344	161.544	63
161.344	161.544	66
161.544	161.746	75
161.544	161.746	63
161.544	161.746	66
161.746	161.954	72
161.746	162.541	56
161.954	162.053	44
161.954	162.152	63
161.954	162.152	66
162.152	162.249	51
162.152	162.347	63
162.152	162.347	66
162.347	162.444	53
162.347	162.541	63
162.347	162.541	66
162.541	162.643	54
162.541	163.349	56
162.745	162.949	68
162.745	162.949	63
162.745	162.949	66
162.949	163.149	78
162.949	163.149	63
162.949	163.149	66
163.149	163.349	77
163.149	163.349	63
163.149	163.349	66
163.349	163.4	77
163.349	164.162	56
163.4	163.451	78
163.451	163.552	77
163.552	163.756	75
163.552	163.756	63
163.552	163.756	66
163.756	163.806	75
163.756	163.959	63
163.756	163.959	66
163.806	163.857	77
163.857	163.959	75
163.959	164.162	73
163.959	164.162	63
163.959	164.162	66
164.162	164.213	73
164.162	164.976	56
164.213	164.264	75
164.264	164.366	73
164.366	164.569	72
164.366	164.569	63
164.366	164.569	66
164.569	164.671	70
164.569	164.773	63
164.569	164.773	66
164.773	164.874	72
164.773	164.976	63
164.773	164.976	66
164.976	165.181	73
164.976	165.775	56
165.181	165.281	44
165.181	165.381	61
165.181	165.381	65
165.381	165.48	49
165.381	165.578	61
165.381	165.578	65
165.578	165.676	51
165.578	165.775	61
165.578	165.775	65
165.775	165.877	53
165.775	166.582	56
165.979	166.081	68
165.979	166.183	61
165.979	166.183	65
166.183	166.283	73
166.183	166.382	61
166.183	166.382	65
166.382	166.482	75
166.382	166.582	61
166.382	166.582	65
166.532	166.582	68
166.582	167.184	77
166.582	167.388	56
166.784	166.984	61
166.784	166.984	65
166.984	167.184	61
166.984	167.184	65
167.184	167.388	73
167.184	167.388	61
167.184	167.388	65
167.337	167.388	68
167.388	167.991	77
167.388	168.193	56
167.591	167.791	61
167.591	167.791	65
167.791	167.991	61
167.791	167.991	65
167.991	168.193	73
167.991	168.193	61
167.991	168.193	65
168.193	168.4	72
168.193	168.988	56
168.4	168.499	44
168.4	168.599	63
168.4	168.599	66
168.599	168.696	51
168.599	168.794	63
168.599	168.794	66
168.794	168.891	53
168.794	168.988	63
168.794	168.988	66
168.988	169.09	54
168.988	169.797	56
169.192	169.397	68
169.192	169.397	63
169.192	169.397	66
169.397	169.597	78
169.397	169.597	63
169.397	169.597	66
169.597	169.797	77
169.597	169.797	63
169.597	169.797	66
169.797	169.847	77
169.797	170.61	56
169.847	169.898	78
169.898	170	77
170	170.203	75
170	170.203	63
170	170.203	66
170.203	170.254	75
170.203	170.407	63
170.203	170.407	66
170.254	170.305	77
170.305	170.407	75
170.407	170.61	73
170.407	170.61	63
170.407	170.61	66
170.61	170.661	73
170.61	171.424	56
170.661	170.712	75
170.712	170.813	73
170.813	171.017	72
170.813	171.017	63
170.813	171.017	66
171.017	171.119	70
171.017	171.22	63
171.017	171.22	66
171.22	171.322	72
171.22	171.424	63
171.22	171.424	66
171.424	171.628	73
171.424	171.828	61
171.628	171.828	49
171.628	171.828	65
171.628	171.828	68
171.828	172.026	56
171.828	172.231	59
172.026	172.129	47
172.026	172.231	65
172.026	172.231	68
172.231	172.334	46
172.231	173.042	58
172.437	172.642	70
172.437	172.642	65
172.437	172.642	68
172.642	172.842	80
172.642	172.842	65
172.642	172.842	68
172.842	173.042	78
172.842	173.042	65
172.842	173.042	68
173.042	173.093	78
173.042	173.856	58
173.093	173.144	80
173.144	173.246	78
173.246	173.449	77
173.246	173.449	65
173.246	173.449	68
173.449	173.5	77
173.449	173.652	65
173.449	173.652	68
173.5	173.551	78
173.551	173.652	77
173.652	173.856	75
173.652	173.856	65
173.652	173.856	68
173.856	173.907	75
173.856	174.669	58
173.907	173.957	77
173.957	174.059	75
174.059	174.263	74
174.059	174.263	65
174.059	174.263	68
174.263	174.364	72
174.263	174.466	65
174.263	174.466	68
174.466	174.568	74
174.466	174.669	65
174.466	174.669	68
174.669	174.879	75
174.669	175.08	63
174.879	175.08	51
